City_or_County,Year,Month,Day,CC_Year,CC_Month,CC_Day,Hour,Minute,Types_of_waters,Drowning_reasons,Drowning_results,Gender,Age,Swimming_skills
Taichung City,2016,6,28,2016,5,24,6,51,Ditch,Others,Dead,Female,Unknown,Unknown
Taichung City,2016,7,2,2016,5,28,16,34,River,Playing,Dead,Male,11,Unknown
Taichung City,2016,7,2,2016,5,28,16,34,River,Playing,Dead,Male,12,Unknown
Taichung City,2016,7,2,2016,5,28,16,34,River,Playing,Dead,Male,8,Unknown
Taichung City,2016,7,2,2016,5,28,16,42,River,Work,Rescued,Male,53,Yes
Taichung City,2016,7,2,2016,5,28,16,42,River,Slipping,Rescued,Male,54,Yes
Taichung City,2016,7,3,2016,5,29,16,8,River,Fishing,Rescued,Male,37,Unknown
Taichung City,2016,7,5,2016,6,2,10,50,River,Fishing,Dead,Male,39,Unknown
Taichung City,2016,7,14,2016,6,11,14,38,Pond,Suicide,Dead,Female,57,No
Taichung City,2016,7,16,2016,6,13,16,53,Lake,Floating Corpse,Dead,Female,Unknown,Unknown
Taichung City,2016,7,19,2016,6,16,18,10,River,Fishing,Dead,Male,15,Unknown
Taichung City,2016,7,25,2016,6,22,11,21,River,Playing,Dead,Male,43,Unknown
Taichung City,2016,7,29,2016,6,26,2,26,River,Others,Dead,Female,68,Unknown
Taichung City,2016,8,2,2016,6,30,14,48,Ditch,Others,Missing,Unknown,Unknown,Unknown
Taichung City,2016,8,3,2016,7,1,19,8,Ditch,Slipping,Rescued,Female,46,No
Taichung City,2016,8,29,2016,7,27,16,17,Lake,Floating Corpse,Dead,Male,87,Unknown
Taichung City,2016,8,30,2016,7,28,15,34,Ditch,Slipping,Rescued,Male,75,No
Taichung City,2016,9,16,2016,8,16,21,29,River,Fishing,Rescued,Male,19,Unknown
Taichung City,2016,9,16,2016,8,16,21,29,River,Fishing,Rescued,Male,48,Unknown
Taichung City,2016,9,16,2016,8,16,21,29,River,Fishing,Rescued,Male,55,Unknown
Taichung City,2016,9,18,2016,8,18,15,54,River,Floating Corpse,Dead,Male,44,Unknown
Taichung City,2016,9,21,2016,8,21,15,11,River,Playing,Dead,Male,34,Unknown
Taichung City,2016,10,17,2016,9,17,14,18,River,Floating Corpse,Dead,Female,Unknown,Unknown
Taichung City,2016,10,22,2016,9,22,15,32,Ditch,Floating Corpse,Dead,Female,75,No
Taichung City,2016,10,30,2016,9,30,18,26,River,Floating Corpse,Dead,Female,39,Unknown
Taichung City,2016,11,12,2016,10,13,16,30,River,Playing,Dead,Male,15,No
Taichung City,2016,11,27,2016,10,28,8,2,River,Floating Corpse,Dead,Male,81,Unknown
Taichung City,2016,12,9,2016,11,11,6,53,River,Floating Corpse,Dead,Male,66,Unknown
Tainan City,2016,1,23,2015,12,14,23,15,River,Others,Rescued,Female,19,Unknown
Tainan City,2016,1,25,2015,12,16,23,51,River,Others,Rescued,Male,20,Unknown
Tainan City,2016,1,31,2015,12,22,7,38,Pond,Floating Corpse,Dead,Female,53,Unknown
Tainan City,2016,2,14,2016,1,7,14,1,River,Suicide,Dead,Male,21,Unknown
Tainan City,2016,2,15,2016,1,8,14,33,River,Others,Dead,Male,69,Unknown
Tainan City,2016,2,23,2016,1,16,2,0,Pond,Others,Dead,Male,83,Unknown
Tainan City,2016,2,29,2016,1,22,17,31,Others,Slipping,Dead,Male,70,No
Tainan City,2016,3,9,2016,2,1,8,10,River,Slipping,Dead,Male,36,No
Tainan City,2016,3,12,2016,2,4,15,42,Dock,Traffic Accident,Dead,Male,55,Unknown
Tainan City,2016,3,12,2016,2,4,15,42,Dock,Traffic Accident,Rescued,Male,58,Unknown
Tainan City,2016,3,13,2016,2,5,16,10,River,Suicide,Rescued,Female,45,Unknown
Tainan City,2016,4,9,2016,3,3,13,42,River,Others,Dead,Female,90,Unknown
Tainan City,2016,4,10,2016,3,4,0,20,Lake,Floating Corpse,Dead,Female,53,Unknown
Tainan City,2016,4,10,2016,3,4,14,15,River,Floating Corpse,Dead,Female,65,Unknown
Tainan City,2016,4,20,2016,3,14,7,18,River,Floating Corpse,Dead,Female,54,Unknown
Tainan City,2016,4,20,2016,3,14,8,39,Ditch,Others,Dead,Male,31,Unknown
Tainan City,2016,5,1,2016,3,25,5,59,Pond,Suicide,Dead,Female,70,Unknown
Tainan City,2016,5,4,2016,3,28,15,36,Fish Pond,Others,Rescued,Male,50,Unknown
Tainan City,2016,5,8,2016,4,2,8,35,River,Others,Dead,Female,77,Unknown
Tainan City,2016,5,18,2016,4,12,17,38,Ditch,Floating Corpse,Dead,Male,33,Unknown
Tainan City,2016,5,27,2016,4,21,11,21,Reservoir,Work,Rescued,Male,45,No
Tainan City,2016,6,6,2016,5,2,14,30,Dock,Floating Corpse,Dead,Male,72,Unknown
Tainan City,2016,6,7,2016,5,3,0,58,Offshore (<1km),Slipping,Rescued,Female,53,Unknown
Tainan City,2016,6,12,2016,5,8,11,16,Pond,Others,Dead,Male,20,Yes
Tainan City,2016,6,13,2016,5,9,11,8,River,Floating Corpse,Dead,Male,62,Unknown
Tainan City,2016,6,21,2016,5,17,12,47,Pond,Floating Corpse,Dead,Male,78,Unknown
Tainan City,2016,6,23,2016,5,19,6,36,Dock,Others,Rescued,Male,Unknown,Unknown
Tainan City,2016,6,24,2016,5,20,6,24,Dock,Floating Corpse,Dead,Male,30,Unknown
Tainan City,2016,6,24,2016,5,20,8,24,River,Floating Corpse,Dead,Male,60,Unknown
Tainan City,2016,7,3,2016,5,29,10,49,Pond,Floating Corpse,Dead,Male,60,Unknown
Tainan City,2016,7,10,2016,6,7,17,42,Ditch,Floating Corpse,Dead,Unknown,Unknown,Unknown
Tainan City,2016,7,15,2016,6,12,0,43,Fish Pond,Traffic Accident,Rescued,Male,35,Unknown
Tainan City,2016,7,16,2016,6,13,19,4,Offshore (<1km),Playing,Rescued,Male,15,Unknown
Tainan City,2016,7,16,2016,6,13,19,4,Offshore (<1km),Playing,Rescued,Female,9,Unknown
Tainan City,2016,7,24,2016,6,21,16,25,Ditch,Slipping,Dead,Male,50,Unknown
Tainan City,2016,7,25,2016,6,22,8,8,Offshore (<1km),Slipping,Dead,Female,82,Unknown
Tainan City,2016,7,27,2016,6,24,7,7,River,Suicide,Rescued,Male,66,Unknown
Tainan City,2016,7,30,2016,6,27,3,23,Offshore (<1km),Slipping,Rescued,Female,31,Unknown
Tainan City,2016,7,30,2016,6,27,6,15,Offshore (<1km),Suicide,Rescued,Female,52,Unknown
Tainan City,2016,8,2,2016,6,30,3,51,River,Saving Others,Rescued,Male,40,Yes
Tainan City,2016,8,2,2016,6,30,3,51,River,Suicide,Rescued,Female,45,Unknown
Tainan City,2016,8,2,2016,6,30,14,1,Lake,Playing,Dead,Male,15,No
Tainan City,2016,8,2,2016,6,30,14,52,Dock,Slipping,Dead,Male,61,Unknown
Tainan City,2016,8,3,2016,7,1,12,38,Ditch,Slipping,Dead,Male,65,Unknown
Tainan City,2016,8,12,2016,7,10,21,20,Offshore (<1km),Suicide,Dead,Male,22,Unknown
Tainan City,2016,8,12,2016,7,10,21,58,Fish Pond,Suicide,Dead,Female,53,No
Tainan City,2016,8,13,2016,7,11,0,52,Dock,Slipping,Dead,Female,50,Unknown
Tainan City,2016,8,14,2016,7,12,20,24,Offshore (<1km),Slipping,Dead,Male,Unknown,Unknown
Tainan City,2016,8,15,2016,7,13,20,44,Pond,Slipping,Dead,Male,80,Unknown
Tainan City,2016,8,18,2016,7,16,14,50,Offshore (<1km),Suicide,Rescued,Male,35,Unknown
Tainan City,2016,8,22,2016,7,20,10,18,Fish Pond,Work,Dead,Male,27,No
Tainan City,2016,8,22,2016,7,20,10,18,Fish Pond,Work,Dead,Male,51,No
Tainan City,2016,8,26,2016,7,24,11,4,Fish Pond,Slipping,Dead,Male,72,Unknown
Tainan City,2016,8,27,2016,7,25,16,46,Offshore (<1km),Playing,Rescued,Male,7,No
Tainan City,2016,8,27,2016,7,25,16,46,Offshore (<1km),Playing,Dead,Male,35,Unknown
Tainan City,2016,8,27,2016,7,25,16,46,Offshore (<1km),Playing,Rescued,Male,34,Unknown
Tainan City,2016,8,27,2016,7,25,18,18,Ditch,Floating Corpse,Dead,Male,49,Unknown
Tainan City,2016,8,28,2016,7,26,6,59,River,Suicide,Dead,Male,48,Unknown
Tainan City,2016,8,29,2016,7,27,19,9,Ditch,Suicide,Dead,Female,80,No
Tainan City,2016,9,1,2016,8,1,8,42,Offshore (<1km),Playing,Rescued,Female,24,Unknown
Tainan City,2016,9,1,2016,8,1,14,30,Lake,Fishing,Dead,Male,49,Yes
Tainan City,2016,9,3,2016,8,3,0,32,River,Suicide,Dead,Female,45,Unknown
Tainan City,2016,9,6,2016,8,6,6,30,Dock,Floating Corpse,Dead,Male,50,Unknown
Tainan City,2016,9,11,2016,8,11,16,15,Fish Pond,Work,Dead,Male,76,Unknown
Tainan City,2016,9,18,2016,8,18,15,26,River,Floating Corpse,Dead,Female,40,Unknown
Tainan City,2016,9,21,2016,8,21,11,46,Fish Pond,Slipping,Dead,Female,72,Unknown
Tainan City,2016,9,21,2016,8,21,18,55,Fish Pond,Slipping,Dead,Male,45,Unknown
Tainan City,2016,9,21,2016,8,21,21,59,Fish Pond,Traffic Accident,Dead,Male,45,Unknown
Tainan City,2016,9,29,2016,8,29,3,27,Offshore (<1km),Suicide,Rescued,Female,35,Unknown
Tainan City,2016,10,3,2016,9,3,15,39,River,Floating Corpse,Dead,Unknown,Unknown,Unknown
Tainan City,2016,10,17,2016,9,17,4,31,River,Suicide,Rescued,Female,20,Unknown
Tainan City,2016,10,22,2016,9,22,0,45,River,Others,Dead,Male,47,Unknown
Tainan City,2016,10,22,2016,9,22,9,42,Offshore (<1km),Floating Corpse,Dead,Male,50,Unknown
Tainan City,2016,10,23,2016,9,23,0,49,Ditch,Slipping,Dead,Male,31,Unknown
Tainan City,2016,10,25,2016,9,25,4,7,Offshore (<1km),Suicide,Dead,Female,23,Unknown
Tainan City,2016,11,14,2016,10,15,16,6,River,Floating Corpse,Dead,Female,30,Unknown
Tainan City,2016,11,29,2016,11,1,2,28,Dock,Suicide,Dead,Male,48,Unknown
Tainan City,2016,11,29,2016,11,1,10,20,Fish Pond,Slipping,Dead,Male,56,Unknown
Tainan City,2016,11,30,2016,11,2,7,28,Ditch,Floating Corpse,Dead,Male,86,Unknown
Tainan City,2016,11,30,2016,11,2,10,20,River,Traffic Accident,Dead,Male,19,Unknown
Tainan City,2016,12,6,2016,11,8,22,39,Offshore (<1km),Suicide,Rescued,Female,38,Unknown
Tainan City,2016,12,28,2016,11,30,13,32,River,Floating Corpse,Dead,Male,39,Unknown
Kaohsiung City,2016,1,1,2015,11,22,1,0,Dock,Floating Corpse,Dead,Male,50,Unknown
Kaohsiung City,2016,1,2,2015,11,23,14,9,River,Suicide,Rescued,Female,61,No
Kaohsiung City,2016,1,3,2015,11,24,16,13,River,Others,Rescued,Female,52,Unknown
Kaohsiung City,2016,1,4,2015,11,25,10,46,River,Suicide,Rescued,Female,71,Unknown
Kaohsiung City,2016,1,6,2015,11,27,23,51,Offshore (<1km),Suicide,Rescued,Female,22,Unknown
Kaohsiung City,2016,1,9,2015,11,30,18,25,Pond,Floating Corpse,Dead,Male,57,Unknown
Kaohsiung City,2016,1,13,2015,12,4,0,3,Others,Floating Corpse,Dead,Male,46,Unknown
Kaohsiung City,2016,1,13,2015,12,4,2,7,Offshore (<1km),Suicide,Rescued,Male,33,Unknown
Kaohsiung City,2016,2,7,2015,12,29,18,52,River,Suicide,Rescued,Female,43,Unknown
Kaohsiung City,2016,2,8,2016,1,1,0,19,Dock,Others,Rescued,Male,37,Unknown
Kaohsiung City,2016,2,18,2016,1,11,0,0,River,Suicide,Dead,Female,58,Unknown
Kaohsiung City,2016,2,21,2016,1,14,15,43,River,Floating Corpse,Dead,Male,Unknown,Unknown
Kaohsiung City,2016,3,11,2016,2,3,18,20,River,Floating Corpse,Dead,Female,65,Unknown
Kaohsiung City,2016,3,11,2016,2,3,20,25,River,Floating Corpse,Dead,Male,55,Unknown
Kaohsiung City,2016,3,13,2016,2,5,20,24,Others,Floating Corpse,Dead,Female,67,No
Kaohsiung City,2016,3,16,2016,2,8,10,59,Fish Pond,Floating Corpse,Dead,Male,79,Unknown
Kaohsiung City,2016,3,26,2016,2,18,20,54,Offshore (<1km),Suicide,Dead,Female,20,Unknown
Kaohsiung City,2016,4,17,2016,3,11,12,39,River,Playing,Rescued,Male,27,Yes
Kaohsiung City,2016,4,17,2016,3,11,17,6,River,Playing,Dead,Male,35,Unknown
Kaohsiung City,2016,4,22,2016,3,16,5,38,Dock,Floating Corpse,Dead,Female,34,Unknown
Kaohsiung City,2016,4,30,2016,3,24,11,57,River,Slipping,Dead,Male,50,Unknown
Kaohsiung City,2016,5,3,2016,3,27,11,15,River,Slipping,Dead,Male,65,Unknown
Kaohsiung City,2016,5,7,2016,4,1,17,25,River,Fishing,Dead,Male,50,Yes
Kaohsiung City,2016,5,9,2016,4,3,23,58,Offshore (<1km),Floating Corpse,Dead,Female,60,Unknown
Kaohsiung City,2016,5,9,2016,4,3,23,58,Offshore (<1km),Floating Corpse,Dead,Male,60,Unknown
Kaohsiung City,2016,5,21,2016,4,15,15,18,River,Suicide,Dead,Male,Unknown,Unknown
Kaohsiung City,2016,6,11,2016,5,7,12,26,Ditch,Others,Missing,Male,75,Unknown
Kaohsiung City,2016,6,12,2016,5,8,7,21,River,Suicide,Missing,Male,24,Unknown
Kaohsiung City,2016,6,13,2016,5,9,8,22,River,Work,Dead,Female,69,No
Kaohsiung City,2016,6,22,2016,5,18,12,50,Ditch,Suicide,Dead,Male,52,Unknown
Kaohsiung City,2016,7,1,2016,5,27,8,5,Lake,Suicide,Rescued,Female,36,No
Kaohsiung City,2016,7,8,2016,6,5,13,23,River,Suicide,Dead,Female,Unknown,Unknown
Kaohsiung City,2016,7,10,2016,6,7,14,20,River,Floating Corpse,Dead,Male,Unknown,Unknown
Kaohsiung City,2016,7,14,2016,6,11,20,11,Fish Pond,Others,Dead,Male,77,Unknown
Kaohsiung City,2016,7,19,2016,6,16,16,31,River,Suicide,Dead,Male,25,Unknown
Kaohsiung City,2016,7,30,2016,6,27,3,40,Lake,Suicide,Rescued,Male,54,No
Kaohsiung City,2016,7,31,2016,6,28,17,0,Lake,Playing,Rescued,Male,60,Yes
Kaohsiung City,2016,8,7,2016,7,5,18,22,Lake,Suicide,Rescued,Female,Unknown,Unknown
Kaohsiung City,2016,8,15,2016,7,13,14,0,Lake,Playing,Rescued,Male,60,Yes
Kaohsiung City,2016,8,18,2016,7,16,1,1,River,Others,Rescued,Female,47,Unknown
Kaohsiung City,2016,8,21,2016,7,19,10,23,Offshore (<1km),Floating Corpse,Dead,Male,30,Unknown
Kaohsiung City,2016,8,22,2016,7,20,3,19,River,Slipping,Rescued,Male,28,Unknown
Kaohsiung City,2016,8,25,2016,7,23,17,10,Offshore (<1km),Fishing,Dead,Male,15,Unknown
Kaohsiung City,2016,8,25,2016,7,23,17,10,Offshore (<1km),Fishing,Dead,Male,15,Unknown
Kaohsiung City,2016,8,29,2016,7,27,10,1,Fish Pond,Floating Corpse,Dead,Male,46,Unknown
Kaohsiung City,2016,9,4,2016,8,4,6,0,River,Floating Corpse,Dead,Male,40,Unknown
Kaohsiung City,2016,9,5,2016,8,5,23,50,River,Suicide,Rescued,Female,70,Unknown
Kaohsiung City,2016,9,12,2016,8,12,6,19,River,Slipping,Rescued,Female,37,Unknown
Kaohsiung City,2016,9,13,2016,8,13,9,5,River,Floating Corpse,Dead,Male,Unknown,Unknown
Kaohsiung City,2016,9,18,2016,8,18,20,26,River,Floating Corpse,Dead,Male,81,Unknown
Kaohsiung City,2016,9,23,2016,8,23,6,34,Dock,Floating Corpse,Dead,Female,60,Unknown
Kaohsiung City,2016,9,29,2016,8,29,6,15,River,Slipping,Dead,Male,63,Unknown
Kaohsiung City,2016,10,11,2016,9,11,12,58,River,Suicide,Dead,Female,48,Unknown
Kaohsiung City,2016,11,3,2016,10,4,13,13,River,Suicide,Rescued,Female,35,Unknown
Kaohsiung City,2016,11,21,2016,10,22,0,14,River,Suicide,Rescued,Male,40,Yes
Kaohsiung City,2016,11,24,2016,10,25,15,45,Fish Pond,Floating Corpse,Dead,Female,79,Unknown
Kaohsiung City,2016,12,4,2016,11,6,7,49,Dock,Floating Corpse,Dead,Male,Unknown,Unknown
Kaohsiung City,2016,12,6,2016,11,8,21,46,River,Floating Corpse,Dead,Male,64,Unknown
Kaohsiung City,2016,12,9,2016,11,11,23,48,River,Floating Corpse,Dead,Male,70,Unknown
Kaohsiung City,2016,12,11,2016,11,13,6,47,Offshore (<1km),Others,Dead,Female,74,Yes
Kaohsiung City,2016,12,20,2016,11,22,4,57,River,Floating Corpse,Dead,Male,70,Unknown
Kaohsiung City,2016,12,29,2016,12,1,1,33,River,Suicide,Rescued,Female,19,Unknown
Yilan County,2016,2,9,2016,1,2,9,26,Dock,Floating Corpse,Dead,Female,85,Unknown
Yilan County,2016,2,28,2016,1,21,15,7,Offshore (<1km),Playing,Dead,Male,20,Unknown
Yilan County,2016,3,10,2016,2,2,22,15,Ditch,Slipping,Rescued,Male,76,Unknown
Yilan County,2016,4,10,2016,3,4,10,19,River,Suicide,Dead,Female,49,Unknown
Yilan County,2016,4,18,2016,3,12,10,47,Lake,Floating Corpse,Dead,Male,64,Unknown
Yilan County,2016,4,20,2016,3,14,12,24,Offshore (<1km),Playing,Rescued,Male,17,Unknown
Yilan County,2016,4,20,2016,3,14,12,24,Offshore (<1km),Playing,Rescued,Female,17,No
Yilan County,2016,5,1,2016,3,25,15,36,Offshore (<1km),Playing,Dead,Male,8,No
Yilan County,2016,5,3,2016,3,27,10,2,River,Floating Corpse,Dead,Male,57,Unknown
Yilan County,2016,6,19,2016,5,15,18,20,Offshore (<1km),Work,Dead,Male,84,Yes
Yilan County,2016,7,15,2016,6,12,17,12,River,Fishing,Dead,Male,32,Unknown
Yilan County,2016,7,31,2016,6,28,14,27,Offshore (<1km),Suicide,Dead,Male,60,Unknown
Yilan County,2016,8,1,2016,6,29,14,34,Lake,Suicide,Dead,Female,60,Unknown
Yilan County,2016,8,24,2016,7,22,11,48,River,Slipping,Rescued,Female,65,Unknown
Yilan County,2016,9,18,2016,8,18,20,43,Offshore (<1km),Suicide,Rescued,Female,41,Unknown
Yilan County,2016,9,18,2016,8,18,20,43,Offshore (<1km),Suicide,Rescued,Female,16,Unknown
Yilan County,2016,9,21,2016,8,21,8,35,Offshore (>1km),Capsizing,Dead,Male,80,Unknown
Yilan County,2016,10,22,2016,9,22,4,33,Others,Others,Rescued,Female,78,Yes
Yilan County,2016,11,23,2016,10,24,15,47,Offshore (<1km),Playing,Rescued,Male,23,Yes
Yilan County,2016,11,23,2016,10,24,15,47,Offshore (<1km),Playing,Rescued,Male,34,Yes
Yilan County,2016,11,26,2016,10,27,16,8,River,Fishing,Dead,Male,80,Unknown
Yilan County,2016,12,13,2016,11,15,21,7,River,Floating Corpse,Dead,Male,59,No
Taoyuan City,2016,2,19,2016,1,12,14,30,Ditch,Floating Corpse,Dead,Male,Unknown,Unknown
Taoyuan City,2016,2,24,2016,1,17,13,25,River,Traffic Accident,Dead,Male,27,Unknown
Taoyuan City,2016,2,24,2016,1,17,13,25,River,Traffic Accident,Dead,Female,24,Unknown
Taoyuan City,2016,4,16,2016,3,10,8,39,Ditch,Slipping,Dead,Male,4,No
Taoyuan City,2016,4,17,2016,3,11,11,22,Ditch,Floating Corpse,Dead,Unknown,Unknown,Unknown
Taoyuan City,2016,4,22,2016,3,16,16,22,Pond,Others,Dead,Male,Unknown,Unknown
Taoyuan City,2016,4,26,2016,3,20,14,25,Ditch,Others,Rescued,Male,51,Unknown
Taoyuan City,2016,4,28,2016,3,22,9,14,Offshore (<1km),Suicide,Rescued,Female,62,Unknown
Taoyuan City,2016,5,5,2016,3,29,0,0,River,Floating Corpse,Dead,Male,Unknown,Unknown
Taoyuan City,2016,6,7,2016,5,3,5,51,Pond,Floating Corpse,Dead,Female,60,Unknown
Taoyuan City,2016,6,10,2016,5,6,8,56,Ditch,Floating Corpse,Dead,Male,37,Unknown
Taoyuan City,2016,6,10,2016,5,6,13,10,River,Slipping,Rescued,Male,15,No
Taoyuan City,2016,6,29,2016,5,25,5,37,Offshore (<1km),Floating Corpse,Dead,Male,Unknown,Unknown
Taoyuan City,2016,6,30,2016,5,26,6,28,Pond,Floating Corpse,Dead,Male,47,Unknown
Taoyuan City,2016,7,25,2016,6,22,6,34,Pond,Floating Corpse,Dead,Male,Unknown,Unknown
Taoyuan City,2016,7,26,2016,6,23,20,15,Swimming Pool,Playing,Dead,Male,44,Yes
Taoyuan City,2016,7,28,2016,6,25,6,16,Ditch,Floating Corpse,Dead,Male,60,Unknown
Taoyuan City,2016,7,28,2016,6,25,11,12,Offshore (<1km),Others,Dead,Male,58,Unknown
Taoyuan City,2016,7,28,2016,6,25,11,44,Fish Pond,Suicide,Dead,Male,72,Unknown
Taoyuan City,2016,8,1,2016,6,29,22,5,Pond,Suicide,Dead,Male,31,Unknown
Taoyuan City,2016,8,5,2016,7,3,18,34,Ditch,Slipping,Dead,Female,82,Unknown
Taoyuan City,2016,8,9,2016,7,7,0,57,Ditch,Slipping,Dead,Male,53,Unknown
Taoyuan City,2016,8,14,2016,7,12,4,59,Pond,Suicide,Rescued,Female,41,Unknown
Taoyuan City,2016,8,25,2016,7,23,13,57,Pond,Suicide,Dead,Male,46,Yes
Taoyuan City,2016,9,9,2016,8,9,6,45,Pond,Others,Dead,Male,Unknown,Unknown
Taoyuan City,2016,9,24,2016,8,24,16,11,Ditch,Floating Corpse,Dead,Male,58,Unknown
Taoyuan City,2016,9,26,2016,8,26,10,59,Fish Pond,Fishing,Dead,Male,36,Unknown
Taoyuan City,2016,9,28,2016,8,28,5,51,River,Suicide,Rescued,Female,41,Unknown
Taoyuan City,2016,10,22,2016,9,22,15,26,Pond,Floating Corpse,Dead,Male,58,Unknown
Taoyuan City,2016,10,27,2016,9,27,11,45,Ditch,Suicide,Dead,Female,68,Unknown
Taoyuan City,2016,10,27,2016,9,27,15,51,Fish Pond,Floating Corpse,Dead,Male,84,Unknown
Taoyuan City,2016,12,5,2016,11,7,6,6,Ditch,Floating Corpse,Dead,Female,84,Unknown
Taoyuan City,2016,12,5,2016,11,7,10,27,Ditch,Floating Corpse,Dead,Female,60,Unknown
Taoyuan City,2016,12,17,2016,11,19,16,42,River,Suicide,Rescued,Female,56,Unknown
Taoyuan City,2016,12,24,2016,11,26,20,22,Pond,Slipping,Dead,Male,55,Unknown
Taoyuan City,2016,12,29,2016,12,1,0,0,Ditch,Floating Corpse,Dead,Female,55,Unknown
Hsinchu County,2016,4,2,2016,2,25,11,12,Pond,Slipping,Dead,Male,80,Unknown
Hsinchu County,2016,4,3,2016,2,26,12,29,Lake,Others,Dead,Male,25,Unknown
Hsinchu County,2016,4,4,2016,2,27,9,50,River,Others,Dead,Female,37,Unknown
Hsinchu County,2016,5,14,2016,4,8,16,20,River,Playing,Rescued,Male,37,Unknown
Hsinchu County,2016,5,14,2016,4,8,16,20,River,Playing,Rescued,Male,30,Unknown
Hsinchu County,2016,5,14,2016,4,8,16,20,River,Playing,Rescued,Male,20,Unknown
Hsinchu County,2016,5,14,2016,4,8,16,20,River,Playing,Rescued,Male,20,Unknown
Hsinchu County,2016,5,14,2016,4,8,16,20,River,Playing,Rescued,Female,16,Unknown
Hsinchu County,2016,5,14,2016,4,8,16,20,River,Playing,Rescued,Female,27,Unknown
Hsinchu County,2016,5,14,2016,4,8,16,20,River,Playing,Rescued,Female,22,Unknown
Hsinchu County,2016,5,14,2016,4,8,16,20,River,Playing,Rescued,Male,22,Unknown
Hsinchu County,2016,5,14,2016,4,8,16,20,River,Playing,Rescued,Male,23,Unknown
Hsinchu County,2016,5,14,2016,4,8,16,20,River,Playing,Rescued,Male,17,Unknown
Hsinchu County,2016,5,19,2016,4,13,12,40,River,Floating Corpse,Dead,Unknown,Unknown,Unknown
Hsinchu County,2016,6,12,2016,5,8,5,0,Pond,Others,Dead,Female,57,Unknown
Hsinchu County,2016,6,14,2016,5,10,13,4,Ditch,Slipping,Dead,Female,64,No
Hsinchu County,2016,6,23,2016,5,19,19,20,River,Fishing,Dead,Male,52,Unknown
Hsinchu County,2016,6,23,2016,5,19,19,20,River,Fishing,Dead,Male,57,Unknown
Hsinchu County,2016,6,28,2016,5,24,16,41,River,Fishing,Rescued,Male,18,No
Hsinchu County,2016,6,28,2016,5,24,17,24,River,Others,Rescued,Male,Unknown,Unknown
Hsinchu County,2016,6,28,2016,5,24,17,24,River,Others,Rescued,Male,Unknown,Unknown
Hsinchu County,2016,6,28,2016,5,24,17,24,River,Others,Rescued,Female,17,Unknown
Hsinchu County,2016,7,3,2016,5,29,19,20,River,Playing,Rescued,Female,31,Unknown
Hsinchu County,2016,7,3,2016,5,29,19,20,River,Playing,Rescued,Female,25,Unknown
Hsinchu County,2016,7,16,2016,6,13,2,0,River,Playing,Dead,Male,23,Unknown
Hsinchu County,2016,7,16,2016,6,13,2,0,River,Playing,Dead,Male,23,Unknown
Hsinchu County,2016,7,16,2016,6,13,2,0,River,Playing,Dead,Male,23,Unknown
Hsinchu County,2016,7,19,2016,6,16,15,30,River,Others,Rescued,Male,49,Unknown
Hsinchu County,2016,7,22,2016,6,19,7,44,River,Others,Dead,Male,Unknown,Unknown
Hsinchu County,2016,8,9,2016,7,7,13,42,River,Playing,Dead,Male,11,Unknown
Hsinchu County,2016,8,11,2016,7,9,0,0,Pond,Others,Dead,Male,34,Unknown
Hsinchu County,2016,9,18,2016,8,18,6,35,River,Fishing,Rescued,Male,47,No
Hsinchu County,2016,9,22,2016,8,22,6,11,River,Suicide,Rescued,Male,61,Unknown
Hsinchu County,2016,9,27,2016,8,27,16,11,River,Others,Rescued,Male,61,Unknown
Hsinchu County,2016,9,30,2016,8,30,22,4,River,Others,Missing,Male,49,Unknown
Hsinchu County,2016,11,13,2016,10,14,7,22,Offshore (<1km),Fishing,Rescued,Male,36,Yes
Hsinchu County,2016,12,20,2016,11,22,12,31,Pond,Floating Corpse,Dead,Male,44,Unknown
Miaoli County,2016,1,16,2015,12,7,9,5,River,Slipping,Dead,Male,45,Unknown
Miaoli County,2016,4,5,2016,2,28,17,31,River,Suicide,Dead,Female,32,Unknown
Miaoli County,2016,4,21,2016,3,15,20,52,Reservoir,Suicide,Dead,Female,69,Unknown
